"","Country","Year","Female_labor_force_participation_rate","Fertility_rate"
"50711","Sweden",2017,70.22,1.859
"50712","Sweden",2018,70.64,1.852
"50713","Sweden",2019,71.04,1.846
"50714","Sweden",2020,70.39,1.843
"50933","Switzerland",1960,35.29,2.52
"50934","Switzerland",1970,41.49,2.121
"50935","Switzerland",1978,31.67,1.535
"50936","Switzerland",1979,32.03,1.518
"50937","Switzerland",1980,42.1,1.512
"50938","Switzerland",1985,37.38,1.543
"50939","Switzerland",1986,37.53,1.546
"50940","Switzerland",1988,38.45,1.548
"50941","Switzerland",1989,39.1,1.549
"50942","Switzerland",1990,49.33,1.548
"50943","Switzerland",1991,56.81,1.545
"50944","Switzerland",1992,57.13,1.541
"50945","Switzerland",1993,56.94,1.535
"50946","Switzerland",1994,56.22,1.527
"50947","Switzerland",1995,55.85,1.516
"50948","Switzerland",1996,57.03,1.503
"50949","Switzerland",1997,56.95,1.488
"50950","Switzerland",1998,58.18,1.47
"50951","Switzerland",1999,58.18,1.453
"50952","Switzerland",2000,57.63,1.437
"50953","Switzerland",2001,58.83,1.425
"50954","Switzerland",2002,59.3,1.418
"50955","Switzerland",2003,59.46,1.416
"50956","Switzerland",2004,59.11,1.42
"50957","Switzerland",2005,59.34,1.429
"50958","Switzerland",2006,59.76,1.442
"50959","Switzerland",2007,59.94,1.457
"50960","Switzerland",2008,61.29,1.473
"50961","Switzerland",2009,61.57,1.488
"50962","Switzerland",2010,59.98,1.501
"50963","Switzerland",2011,60.53,1.512
"50964","Switzerland",2012,60.83,1.52
"50965","Switzerland",2013,61.14,1.526
"50966","Switzerland",2014,61.9,1.53
"50967","Switzerland",2015,62.28,1.533
"50968","Switzerland",2016,62.84,1.535
"50969","Switzerland",2017,62.61,1.537
"50970","Switzerland",2018,62.91,1.539
"50971","Switzerland",2019,62.98,1.542
"50972","Switzerland",2020,62.51,1.546
"51192","Syria",1960,7.88,7.467
"51193","Syria",1970,8.63,7.572
"51194","Syria",1981,7.14,6.976
"51195","Syria",1983,11.89,6.695
"51196","Syria",1984,12.09,6.534
"51197","Syria",1989,8.25,5.526
"51198","Syria",1991,10.24,5.106
"51199","Syria",1993,19.5,4.757
"51200","Syria",1995,20.15,4.501
"51201","Syria",1997,11.3,4.314
"51202","Syria",1998,16.71,4.232
"51203","Syria",1999,20,4.152
"51204","Syria",2000,20.63,4.076
"51205","Syria",2001,21.32,4.007
"51206","Syria",2002,23.46,3.948
"51207","Syria",2003,18.84,3.899
"51208","Syria",2006,14.96,3.762
"51209","Syria",2007,14.08,3.696
"51210","Syria",2008,14.72,3.613
"51211","Syria",2009,13.01,3.514
"51212","Syria",2010,12.94,3.404
"51213","Syria",2011,14.8,3.29
"51710","Tajikistan",1996,28.17,4.456
"51711","Tajikistan",2003,44.4,3.703
"51712","Tajikistan",2004,52.25,3.652
"51713","Tajikistan",2009,29.09,3.596
"51714","Tajikistan",2016,32.64,3.618
"51969","Tanzania",1978,82.12,6.711
"51970","Tanzania",2001,84.41,5.675
"51971","Tanzania",2006,87.15,5.616
"51972","Tanzania",2011,80.88,5.358
"51973","Tanzania",2013,73.96,5.215
"51974","Tanzania",2014,80.13,5.146
"52228","Thailand",1976,43.68,4.257
"52229","Thailand",1978,75.32,3.808
"52230","Thailand",1979,72.01,3.594
"52231","Thailand",1980,76.59,3.392
"52232","Thailand",1982,78.38,3.024
"52233","Thailand",1984,76.33,2.707
"52234","Thailand",1987,76.16,2.346
"52235","Thailand",1988,76.5,2.256
"52236","Thailand",1989,76.82,2.179
"52237","Thailand",1990,76.29,2.113
"52238","Thailand",1994,65.16,1.911
"52239","Thailand",1996,66.94,1.823
"52240","Thailand",1997,67.44,1.781
"52241","Thailand",1998,65.79,1.742
"52242","Thailand",1999,64.18,1.705
"52243","Thailand",2000,64.89,1.671
"52244","Thailand",2001,65.04,1.641
"52245","Thailand",2002,62.2099990844727,1.616
"52246","Thailand",2003,65.04,1.595
"52247","Thailand",2004,65.13,1.58
"52248","Thailand",2005,66.3,1.568
"52249","Thailand",2006,65.11,1.56
"52250","Thailand",2007,65.95,1.554
"52251","Thailand",2008,65.75,1.549
"52252","Thailand",2009,64.66,1.545
"52253","Thailand",2010,63.67,1.542
"52254","Thailand",2011,65.9,1.539
"52255","Thailand",2012,65.28,1.538
"52256","Thailand",2013,62.07,1.538
"52257","Thailand",2014,61.53,1.538
"52258","Thailand",2015,61.1,1.538
"52259","Thailand",2016,60.18,1.537
"52260","Thailand",2017,59.39,1.532
"52261","Thailand",2018,59.65,1.525
"52262","Thailand",2019,59.01,1.514
"52263","Thailand",2020,59.19,1.501
"52487","Timor",2001,39.16,6.171
"52488","Timor",2004,54.8,6.033
"52489","Timor",2010,26.8,4.805
"52490","Timor",2013,21.31,4.383
"52491","Timor",2016,61.37,4.156
"52746","Togo",1960,38.91,6.521
"52747","Togo",1970,30.88,7.084
"52748","Togo",1980,54.71,7.216
"52749","Togo",1981,50.7,7.163
"52750","Togo",2006,81.07,5.123
"52751","Togo",2011,76.4,4.798
"52752","Togo",2014,63.01,4.585
"52753","Togo",2015,61.24,4.516
"52754","Togo",2017,55.92,4.384
"53077","Tonga",1966,5.38,6.795
"53078","Tonga",1976,13.5,5.438
"53079","Tonga",1984,18.72,5.266
"53080","Tonga",1986,17.94,4.989
"53081","Tonga",1990,36.05,4.644
"53082","Tonga",1994,45.36,4.501
"53083","Tonga",2003,34.2,4.202
"53084","Tonga",2018,38.37,3.556
"53328","Trinidad and Tobago",1960,30.61,5.264
"53329","Trinidad and Tobago",1970,25.6,3.554
"53330","Trinidad and Tobago",1971,19.71,3.484
"53331","Trinidad and Tobago",1974,23.09,3.349
"53332","Trinidad and Tobago",1978,23.79,3.271
"53333","Trinidad and Tobago",1979,37.31,3.278
"53334","Trinidad and Tobago",1980,30.28,3.284
"53335","Trinidad and Tobago",1981,37.42,3.281
"53336","Trinidad and Tobago",1983,38.29,3.218
"53337","Trinidad and Tobago",1985,39.54,3.06
"53338","Trinidad and Tobago",1986,38.96,2.949
"53339","Trinidad and Tobago",1987,39.61,2.827
"53340","Trinidad and Tobago",1988,42.27,2.7
"53341","Trinidad and Tobago",1989,41.18,2.574
"53342","Trinidad and Tobago",1990,37.87,2.453
"53343","Trinidad and Tobago",1991,45.05,2.339
"53344","Trinidad and Tobago",1992,44.2,2.231
"53345","Trinidad and Tobago",1993,43.46,2.131
"53346","Trinidad and Tobago",1994,44.3,2.04
"53347","Trinidad and Tobago",1995,44.95,1.961
"53348","Trinidad and Tobago",1996,46.8,1.896
"53349","Trinidad and Tobago",1997,45.9,1.843
"53350","Trinidad and Tobago",1998,46.96,1.801
"53351","Trinidad and Tobago",1999,46.61,1.772
"53352","Trinidad and Tobago",2000,47.02,1.753
"53353","Trinidad and Tobago",2001,46.8,1.744
"53354","Trinidad and Tobago",2002,47.46,1.744
"53355","Trinidad and Tobago",2003,48.9,1.749
"53356","Trinidad and Tobago",2004,50.8,1.758
"53357","Trinidad and Tobago",2005,52.4,1.769
"53358","Trinidad and Tobago",2006,53.14,1.78
"53359","Trinidad and Tobago",2007,51.73,1.79
"53360","Trinidad and Tobago",2008,52.55,1.799
"53361","Trinidad and Tobago",2009,51.1,1.804
"53362","Trinidad and Tobago",2010,49.66,1.806
"53363","Trinidad and Tobago",2011,48.37,1.804
"53364","Trinidad and Tobago",2012,50.79,1.799
"53365","Trinidad and Tobago",2013,50.42,1.79
"53366","Trinidad and Tobago",2014,51.22,1.78
"53367","Trinidad and Tobago",2015,49.37,1.767
"53368","Trinidad and Tobago",2016,49.6,1.753
"53568","Tunisia",1966,5.52,6.984
"53569","Tunisia",1975,19.49,6.042
"53570","Tunisia",1980,19.48,5.243
"53571","Tunisia",1984,21.88,4.59
"53572","Tunisia",1989,20.32,3.678
"53573","Tunisia",1994,22.88,2.747
"53574","Tunisia",1997,23.67,2.379
"53575","Tunisia",2003,17.5,2.016
"53576","Tunisia",2005,23.62,1.991
"53577","Tunisia",2006,24.39,1.999
"53578","Tunisia",2007,24.49,2.02
"53579","Tunisia",2008,24.73,2.054
"53580","Tunisia",2009,24.8,2.095
"53581","Tunisia",2010,24.85,2.14
"53582","Tunisia",2011,24.88,2.182
"53583","Tunisia",2012,25.77,2.216
"53584","Tunisia",2013,25.58,2.24
"53585","Tunisia",2015,26.03,2.251
"53586","Tunisia",2016,26.6,2.238
"53587","Tunisia",2017,26.49,2.219
"53827","Turkey",1960,65.44,6.366
"53828","Turkey",1965,56.68,6.011
"53829","Turkey",1970,50.87,5.619
"53830","Turkey",1975,47.41,5.058
"53831","Turkey",1980,46.23,4.405
"53832","Turkey",1985,44.27,3.741
"53833","Turkey",1988,36.01,3.331
"53834","Turkey",1989,37.36,3.213
"53835","Turkey",1990,34.15,3.107
"53836","Turkey",1991,34.14,3.016
"53837","Turkey",1992,32.72,2.937
"53838","Turkey",1993,26.79,2.868
"53839","Turkey",1994,31.28,2.809
"53840","Turkey",1995,30.92,2.755
"53841","Turkey",1996,30.57,2.705
"53842","Turkey",1997,28.81,2.657
"53843","Turkey",1998,29.26,2.607
"53844","Turkey",1999,29.99,2.556
"53845","Turkey",2000,26.57,2.503
"53846","Turkey",2001,27.14,2.451
"53847","Turkey",2002,27.91,2.4
"53848","Turkey",2003,26.58,2.353
"53849","Turkey",2004,23.34,2.31
"53850","Turkey",2005,23.29,2.273
"53851","Turkey",2006,23.07,2.24
"53852","Turkey",2007,23.14,2.213
"53853","Turkey",2008,24.02,2.189
"53854","Turkey",2009,25.52,2.168
"53855","Turkey",2010,27.11,2.151
"53856","Turkey",2011,28.42,2.137
"53857","Turkey",2012,29.04,2.126
"53858","Turkey",2013,30.3,2.117
"53859","Turkey",2014,30.24,2.109
"53860","Turkey",2015,31.41,2.101
"53861","Turkey",2016,32.42,2.092
"53862","Turkey",2017,33.53,2.081
"53863","Turkey",2018,34.13,2.069
"53864","Turkey",2019,34.31,2.055
"53865","Turkey",2020,30.84,2.039
"54345","Turks and Caicos Islands",1960,48.97,NA
"54346","Turks and Caicos Islands",1970,17.79,NA
"54347","Turks and Caicos Islands",1980,54.44,NA
"54449","Tuvalu",2002,47.01,NA
"54450","Tuvalu",2016,38.34,NA
"54673","Uganda",1991,62.02,7.082
"54674","Uganda",2002,81.9,6.776
"54675","Uganda",2003,37.38,6.723
"54676","Uganda",2005,75.58,6.594
"54677","Uganda",2009,84.33,6.227
"54678","Uganda",2012,65.72,5.845
"54679","Uganda",2013,83.75,5.699
"54680","Uganda",2017,41.42,5.095
"54932","Ukraine",1970,47.31,2.047
"54933","Ukraine",1979,48.79,1.988
"54934","Ukraine",1989,53.52,1.871
"54935","Ukraine",1995,64.9,1.412
"54936","Ukraine",1998,64.37,1.216
"54937","Ukraine",1999,54.03,1.173
"54938","Ukraine",2001,58.01,1.137
"54939","Ukraine",2002,58.07,1.146
"54940","Ukraine",2003,57.88,1.169
"54941","Ukraine",2004,57.65,1.204
"54942","Ukraine",2005,57.03,1.248
"54943","Ukraine",2006,56.77,1.297
"54944","Ukraine",2007,57.11,1.345
"54945","Ukraine",2008,57.55,1.39
"54946","Ukraine",2009,58.12,1.428
"54947","Ukraine",2011,58.5,1.474
"54948","Ukraine",2012,58.6,1.483
"54949","Ukraine",2014,56.13,1.483
"54950","Ukraine",2015,56.2,1.475
"54951","Ukraine",2016,55.89,1.466
"54952","Ukraine",2017,55.67,1.455
"54953","Ukraine",2018,56.75,1.446
"54954","Ukraine",2019,49.24,1.438
"55191","United Arab Emirates",1975,10.15,6.111
"55192","United Arab Emirates",1980,15.82,5.505
"55193","United Arab Emirates",1995,31.33,3.418
"55194","United Arab Emirates",2005,37.77,2.161
"55195","United Arab Emirates",2008,41.82,1.939
"55196","United Arab Emirates",2009,42.07,1.877
"55197","United Arab Emirates",2016,51.21,1.491
"55198","United Arab Emirates",2017,52.64,1.448
"55199","United Arab Emirates",2018,49.61,1.413
"55200","United Arab Emirates",2019,57.47,1.387
"55450","United Kingdom",1961,37.57,2.748
"55451","United Kingdom",1966,41.94,2.696
"55452","United Kingdom",1971,42.57,2.182
"55453","United Kingdom",1978,35.38,1.727
"55454","United Kingdom",1979,35.92,1.721
"55455","United Kingdom",1980,35.92,1.726
"55456","United Kingdom",1981,44.54,1.739
"55457","United Kingdom",1983,45.65,1.777
"55458","United Kingdom",1984,47.15,1.796
"55459","United Kingdom",1985,48.7,1.812
"55460","United Kingdom",1986,49.16,1.822
"55461","United Kingdom",1987,49.97,1.827
"55462","United Kingdom",1988,50.63,1.827
"55463","United Kingdom",1989,52.1,1.822
"55464","United Kingdom",1990,52.45,1.813
"55465","United Kingdom",1991,52.27,1.801
"55466","United Kingdom",1992,52.39,1.789
"55467","United Kingdom",1993,52.47,1.777
"55468","United Kingdom",1994,52.5,1.766
"55469","United Kingdom",1995,52.47,1.756
"55470","United Kingdom",1996,52.89,1.744
"55471","United Kingdom",1997,53.3,1.729
"55472","United Kingdom",1998,53.33,1.711
"55473","United Kingdom",1999,53.79,1.692
"55474","United Kingdom",2000,54.19,1.677
"55475","United Kingdom",2001,54.08,1.669
"55476","United Kingdom",2002,54.64,1.673
"55477","United Kingdom",2003,54.55,1.689
"55478","United Kingdom",2004,54.93,1.717
"55479","United Kingdom",2005,55.4,1.752
"55480","United Kingdom",2006,55.9,1.791
"55481","United Kingdom",2007,55.69,1.828
"55482","United Kingdom",2008,55.97,1.858
"55483","United Kingdom",2009,56.15,1.879
"55484","United Kingdom",2010,56.07,1.887
"55485","United Kingdom",2011,56.2,1.884
"55486","United Kingdom",2012,56.41,1.872
"55487","United Kingdom",2013,56.76,1.854
"55488","United Kingdom",2014,57.03,1.832
"55489","United Kingdom",2015,57.2,1.809
"55490","United Kingdom",2016,57.49,1.787
"55491","United Kingdom",2017,57.79,1.769
"55492","United Kingdom",2018,58.03,1.755
"55493","United Kingdom",2019,58.46,1.746
"55710","United States",1960,37.7,3.483
"55711","United States",1961,38.1,3.399
"55712","United States",1962,37.9,3.294
"55713","United States",1963,38.3,3.173
"55714","United States",1964,38.7,3.041
"55715","United States",1965,39.3,2.902
"55716","United States",1966,40.3,2.762
"55717","United States",1967,41.1,2.623
"55718","United States",1968,41.6,2.49
"55719","United States",1969,42.7,2.366
"55720","United States",1970,43.3,2.253
"55721","United States",1971,43.4,2.153
"55722","United States",1972,43.9,2.063
"55723","United States",1973,44.7,1.984
"55724","United States",1974,45.7,1.915
"55725","United States",1975,46.3,1.858
"55726","United States",1976,47.3,1.814
"55727","United States",1977,48.4,1.783
"55728","United States",1978,50,1.764
"55729","United States",1979,50.9,1.757
"55730","United States",1980,51.5,1.759
"55731","United States",1981,52.1,1.769
"55732","United States",1982,52.6,1.786
"55733","United States",1983,52.9,1.806
"55734","United States",1984,53.6,1.829
"55735","United States",1985,54.5,1.853
"55736","United States",1986,55.3,1.878
"55737","United States",1987,56,1.904
"55738","United States",1988,56.6,1.932
"55739","United States",1989,57.4,1.958
"55740","United States",1990,57.5,1.983
"55741","United States",1991,57.4,2.002
"55742","United States",1992,57.8,2.015
"55743","United States",1993,57.9,2.021
"55744","United States",1994,58.86,2.022
"55745","United States",1995,59.05,2.019
"55746","United States",1996,59.34,2.013
"55747","United States",1997,59.9,2.009
"55748","United States",1998,59.85,2.008
"55749","United States",1999,60.03,2.01
"55750","United States",2000,59.94,2.017
"55751","United States",2001,59.79,2.027
"55752","United States",2002,59.62,2.039
"55753","United States",2003,59.51,2.051
"55754","United States",2004,59.16,2.061
"55755","United States",2005,59.26,2.065
"55756","United States",2006,59.36,2.063
"55757","United States",2007,59.31,2.052
"55758","United States",2008,59.47,2.033
"55759","United States",2009,59.19,2.006
"55760","United States",2010,58.62,1.973
"55761","United States",2011,58.1,1.937
"55762","United States",2012,57.68,1.9
"55763","United States",2013,57.21,1.866
"55764","United States",2014,56.97,1.836
"55765","United States",2015,56.68,1.812
"55766","United States",2016,56.8,1.794
"55767","United States",2017,57.04,1.782
"55768","United States",2018,57.08,1.775
"55769","United States",2019,57.43,1.772
"55770","United States",2020,56.2,1.772
"55970","United States Virgin Islands",1960,24.56,5.615
"55971","United States Virgin Islands",1970,31.5,5.167
"55972","United States Virgin Islands",1980,52.46,3.138
"55973","United States Virgin Islands",1990,59.47,2.954
"56079","Upper middle income",1990,64.6594165216515,NA
"56080","Upper middle income",2000,63.591360584236,NA
"56081","Upper middle income",2010,59.2340708148004,NA
"56153","Uruguay",1963,27.14,2.874
"56154","Uruguay",1975,29.31,2.983
"56155","Uruguay",1984,40.87,2.546
"56156","Uruguay",1985,32.51,2.53
"56157","Uruguay",1990,37.88,2.52
"56158","Uruguay",1991,43.78,2.509
"56159","Uruguay",1992,44.95,2.491
"56160","Uruguay",1993,43.97,2.466
"56161","Uruguay",1994,45.46,2.436
"56162","Uruguay",1995,46.72,2.401
"56163","Uruguay",1996,47.11,2.364
"56164","Uruguay",1998,49.63,2.295
"56165","Uruguay",1999,48.8,2.265
"56166","Uruguay",2000,49.34,2.237
"56167","Uruguay",2001,51.63,2.211
"56168","Uruguay",2002,49.97,2.184
"56169","Uruguay",2003,49.68,2.156
"56170","Uruguay",2004,49.44,2.126
"56171","Uruguay",2005,50.25,2.097
"56172","Uruguay",2006,51.91,2.07
"56173","Uruguay",2007,53.78,2.048
"56174","Uruguay",2008,54.74,2.03
"56175","Uruguay",2009,55.39,2.018
"56176","Uruguay",2010,55.08,2.011
"56177","Uruguay",2011,56.9,2.008
"56178","Uruguay",2012,56.62,2.006
"56179","Uruguay",2013,55.43,2.004
"56180","Uruguay",2014,56.93,2.002
"56181","Uruguay",2015,56.31,1.997
"56182","Uruguay",2016,56.35,1.991
"56183","Uruguay",2017,56.07,1.983
"56184","Uruguay",2018,55.96,1.973
"56185","Uruguay",2019,55.89,1.963
"56186","Uruguay",2020,54.7,1.952
"56412","Uzbekistan",2002,32.74,2.562
"56413","Uzbekistan",2003,33.22,2.507
"56414","Uzbekistan",2004,37.2,2.474
"56415","Uzbekistan",2005,37.52,2.46
"56416","Uzbekistan",2006,38.12,2.457
"56417","Uzbekistan",2009,67.5,2.462
"56418","Uzbekistan",2010,66.6,2.457
"56419","Uzbekistan",2011,64.9,2.449
"56420","Uzbekistan",2012,65.3,2.442
"56421","Uzbekistan",2013,66.3,2.438
"56422","Uzbekistan",2014,67.1,2.436
"56423","Uzbekistan",2015,67.9,2.435
"56424","Uzbekistan",2016,68.6,2.432
"56425","Uzbekistan",2017,69.9,2.425
"56426","Uzbekistan",2019,67.6,2.398
"56671","Vanuatu",1979,78.12,5.645
"56672","Vanuatu",1989,79.33,4.971
"56673","Vanuatu",1999,37.69,4.531
"56674","Vanuatu",2006,73.96,4.261
"56675","Vanuatu",2009,60.2,4.14
"56676","Vanuatu",2010,58.09,4.1
"56677","Vanuatu",2019,46.26,3.744
"57142","Venezuela",1961,20.22,6.298
"57143","Venezuela",1971,22.64,5.174
"57144","Venezuela",1977,29.95,4.494
"57145","Venezuela",1979,29.86,4.298
"57146","Venezuela",1981,29.64,4.104
"57147","Venezuela",1982,29.1,4.014
"57148","Venezuela",1983,29.21,3.933
"57149","Venezuela",1984,30.96,3.861
"57150","Venezuela",1985,30.69,3.794
"57151","Venezuela",1986,30.88,3.73
"57152","Venezuela",1987,31.35,3.665
"57153","Venezuela",1988,32.14,3.597
"57154","Venezuela",1989,34.83,3.524
"57155","Venezuela",1990,37.29,3.448
"57156","Venezuela",1991,38.83,3.37
"57157","Venezuela",1992,37.94,3.292
"57158","Venezuela",1993,36.17,3.218
"57159","Venezuela",1994,37.3,3.147
"57160","Venezuela",1995,41.18,3.082
"57161","Venezuela",1996,43.3,3.022
"57162","Venezuela",1997,46.19,2.967
"57163","Venezuela",1998,47.6,2.915
"57164","Venezuela",1999,48.6699981689453,2.867
"57165","Venezuela",2000,47.4599990844727,2.822
"57166","Venezuela",2001,52.5,2.779
"57167","Venezuela",2002,54.73,2.739
"57168","Venezuela",2004,54.5299987792969,2.664
"57169","Venezuela",2005,49.33,2.629
"57170","Venezuela",2006,49.91,2.595
"57171","Venezuela",2007,49.61,2.562
"57172","Venezuela",2008,49.62,2.53
"57173","Venezuela",2009,49.89,2.5
"57174","Venezuela",2010,49.49,2.471
"57175","Venezuela",2011,49.53,2.444
"57176","Venezuela",2012,49.38,2.417
"57177","Venezuela",2013,50.9900016784668,2.39
"57178","Venezuela",2016,47.74,2.317
"57179","Venezuela",2017,53.64,2.294
"57401","Vietnam",1989,73.57,3.68
"57402","Vietnam",1996,72.6,2.529
"57403","Vietnam",1997,70.8,2.359
"57404","Vietnam",1998,70.3,2.213
"57405","Vietnam",1999,70.4,2.096
"57406","Vietnam",2000,68.8,2.01
"57407","Vietnam",2001,69.6,1.954
"57408","Vietnam",2002,69,1.92
"57409","Vietnam",2003,68.5,1.901
"57410","Vietnam",2004,67.6,1.894
"57411","Vietnam",2007,70.53,1.907
"57412","Vietnam",2009,71.49,1.928
"57413","Vietnam",2010,71.57,1.938
"57414","Vietnam",2011,71.57,1.949
"57415","Vietnam",2012,71.75,1.962
"57416","Vietnam",2013,72.65,1.978
"57417","Vietnam",2014,72.7,1.996
"57418","Vietnam",2015,72.49,2.014
"57419","Vietnam",2016,71.95,2.03
"57420","Vietnam",2017,71.44,2.042
"57421","Vietnam",2018,70.45,2.049
"57422","Vietnam",2019,63.8,2.05
"57423","Vietnam",2020,62.19,2.046
"57988","World",2000,51.0020792249068,2.701
"57989","World",2010,47.8777770562828,2.549
"58248","Yemen",1973,9.44,8.504
"58249","Yemen",1994,16.87,7.795
"58250","Yemen",1999,21.8,6.514
"58251","Yemen",2004,9.6,5.601
"58252","Yemen",2005,10.8,5.425
"58253","Yemen",2006,10.6,5.253
"58254","Yemen",2007,10.4,5.09
"58255","Yemen",2008,10.2,4.94
"58256","Yemen",2009,9.93,4.801
"58257","Yemen",2010,9.97,4.674
"58258","Yemen",2014,6.04,4.214
"58510","Zambia",1969,16.43,7.349
"58511","Zambia",1980,39.01,7.087
"58512","Zambia",1990,31.91,6.442
