"","Country","Year","Female_labor_force_participation_rate","Fertility_rate"
"27747","Latin America & Caribbean (IDA & IBRD)",1995,44.9704621718281,NA
"27748","Latin America & Caribbean (IDA & IBRD)",1996,44.0531315708509,NA
"27749","Latin America & Caribbean (IDA & IBRD)",1997,46.3570650795402,NA
"27750","Latin America & Caribbean (IDA & IBRD)",1998,46.6389043267791,NA
"27751","Latin America & Caribbean (IDA & IBRD)",1999,46.992598734783,NA
"27752","Latin America & Caribbean (IDA & IBRD)",2001,48.9935961099562,NA
"27753","Latin America & Caribbean (IDA & IBRD)",2002,49.721210317778,NA
"27754","Latin America & Caribbean (IDA & IBRD)",2003,49.8092055388877,NA
"27755","Latin America & Caribbean (IDA & IBRD)",2004,50.8890158138679,NA
"27756","Latin America & Caribbean (IDA & IBRD)",2005,51.3221687606351,NA
"27757","Latin America & Caribbean (IDA & IBRD)",2006,51.499207366139,NA
"27758","Latin America & Caribbean (IDA & IBRD)",2007,50.974677380897,NA
"27759","Latin America & Caribbean (IDA & IBRD)",2008,51.4728015933632,NA
"27760","Latin America & Caribbean (IDA & IBRD)",2009,52.1454966601319,NA
"27761","Latin America & Caribbean (IDA & IBRD)",2011,51.0610107264555,NA
"27762","Latin America & Caribbean (IDA & IBRD)",2012,50.7981338731449,NA
"27763","Latin America & Caribbean (IDA & IBRD)",2013,50.7342645790604,NA
"27764","Latin America & Caribbean (IDA & IBRD)",2014,50.3478474019652,NA
"27765","Latin America & Caribbean (IDA & IBRD)",2015,50.8073242592932,NA
"27766","Latin America & Caribbean (IDA & IBRD)",2016,50.8533501994748,NA
"27767","Latin America & Caribbean (IDA & IBRD)",2017,51.2450019142678,NA
"27768","Latin America & Caribbean (IDA & IBRD)",2018,51.5492002069763,NA
"27769","Latin America & Caribbean (IDA & IBRD)",2019,52.0292328733583,NA
"27770","Latin America & Caribbean (IDA & IBRD)",2020,47.5045312060372,NA
"27771","Latin America & Caribbean (excluding high income)",1960,19.9094463903103,NA
"27772","Latin America & Caribbean (excluding high income)",1970,21.3389881646512,NA
"27773","Latin America & Caribbean (excluding high income)",1980,29.2462408109145,NA
"27774","Latin America & Caribbean (excluding high income)",1989,41.4692774546726,NA
"27775","Latin America & Caribbean (excluding high income)",1990,36.6753569249836,NA
"27776","Latin America & Caribbean (excluding high income)",1991,41.0197294696359,NA
"27777","Latin America & Caribbean (excluding high income)",1992,45.0071341677272,NA
"27778","Latin America & Caribbean (excluding high income)",1993,43.3499932491499,NA
"27779","Latin America & Caribbean (excluding high income)",1995,45.6573845508672,NA
"27780","Latin America & Caribbean (excluding high income)",1996,44.3554374027627,NA
"27781","Latin America & Caribbean (excluding high income)",1997,46.7513443642449,NA
"27782","Latin America & Caribbean (excluding high income)",1998,46.9222842192132,NA
"27783","Latin America & Caribbean (excluding high income)",1999,47.253118408994,NA
"27784","Latin America & Caribbean (excluding high income)",2001,49.2468096838959,NA
"27785","Latin America & Caribbean (excluding high income)",2002,49.9505001522825,NA
"27786","Latin America & Caribbean (excluding high income)",2003,50.2465852928498,NA
"27787","Latin America & Caribbean (excluding high income)",2004,50.5953799654151,NA
"27788","Latin America & Caribbean (excluding high income)",2005,51.8417586793861,NA
"27789","Latin America & Caribbean (excluding high income)",2006,51.4376470805836,NA
"27790","Latin America & Caribbean (excluding high income)",2007,50.8903478776564,NA
"27791","Latin America & Caribbean (excluding high income)",2008,51.5429094746507,NA
"27792","Latin America & Caribbean (excluding high income)",2009,52.269402193463,NA
"27793","Latin America & Caribbean (excluding high income)",2011,51.0078739128651,NA
"27794","Latin America & Caribbean (excluding high income)",2012,51.0882522329061,NA
"27795","Latin America & Caribbean (excluding high income)",2013,50.9408516348334,NA
"27796","Latin America & Caribbean (excluding high income)",2014,50.3640031783598,NA
"27797","Latin America & Caribbean (excluding high income)",2015,50.8642187600217,NA
"27798","Latin America & Caribbean (excluding high income)",2016,51.0990890350578,NA
"27799","Latin America & Caribbean (excluding high income)",2017,51.1816794000351,NA
"27800","Latin America & Caribbean (excluding high income)",2018,51.6020036418983,NA
"27801","Latin America & Caribbean (excluding high income)",2019,52.0970710574454,NA
"27802","Latin America & Caribbean (excluding high income)",2020,47.5729101362707,NA
"27874","Latvia",1989,64.06,2.032
"27875","Latvia",1996,51.47,1.273
"27876","Latvia",1997,52.32,1.215
"27877","Latvia",1998,51.65,1.18
"27878","Latvia",1999,49.91,1.168
"27879","Latvia",2000,49.02,1.178
"27880","Latvia",2001,50.22,1.208
"27881","Latvia",2002,51.39,1.251
"27882","Latvia",2003,50.85,1.299
"27883","Latvia",2004,50.75,1.349
"27884","Latvia",2005,50.69,1.395
"27885","Latvia",2006,52.23,1.432
"27886","Latvia",2007,53.12,1.459
"27887","Latvia",2008,55,1.477
"27888","Latvia",2009,54.53,1.488
"27889","Latvia",2010,53.92,1.494
"27890","Latvia",2011,53.07,1.502
"27891","Latvia",2012,54.34,1.515
"27892","Latvia",2013,54.04,1.537
"27893","Latvia",2014,53.43,1.569
"27894","Latvia",2015,54.12,1.606
"27895","Latvia",2016,54.99,1.646
"27896","Latvia",2017,55.18,1.682
"27897","Latvia",2018,55.81,1.711
"27898","Latvia",2019,55.68,1.732
"27899","Latvia",2020,56.03,1.743
"28204","Lebanon",1975,15.44,4.443
"28205","Lebanon",2004,20.37,2.066
"28206","Lebanon",2007,21.12,1.93
"28207","Lebanon",2009,22.35,1.938
"28208","Lebanon",2019,29.29,2.075
"28463","Lesotho",1966,56.56,5.801
"28464","Lesotho",1976,28.06,5.739
"28465","Lesotho",1986,36.5,5.125
"28466","Lesotho",1996,26.63,4.094
"28467","Lesotho",1997,56.2,4.007
"28468","Lesotho",1999,67.53,3.857
"28469","Lesotho",2006,31.64,3.449
"28470","Lesotho",2008,40.08,3.361
"28471","Lesotho",2013,57.28,3.25
"28472","Lesotho",2019,45.22,3.108
"28935","Liberia",1962,42.9,6.453
"28936","Liberia",1974,24.83,6.849
"28937","Liberia",1984,45.69,6.917
"28938","Liberia",2007,68.2,5.246
"28939","Liberia",2010,54.69,4.971
"28940","Liberia",2012,61.5,4.793
"28941","Liberia",2014,71.27,4.621
"28942","Liberia",2015,71.27,4.54
"28943","Liberia",2016,72.16,4.461
"29194","Libya",1964,4.14,7.517
"29195","Libya",1973,6.54,8.102
"29196","Libya",2012,33.76,2.447
"29453","Liechtenstein",1960,35.76,NA
"29454","Liechtenstein",1970,44.71,NA
"29455","Liechtenstein",1980,47.1,NA
"29456","Liechtenstein",2000,52.63,NA
"29457","Liechtenstein",2001,52.61,NA
"29458","Liechtenstein",2002,51.79,NA
"29459","Liechtenstein",2003,52.61,NA
"29460","Liechtenstein",2004,52.6,NA
"29461","Liechtenstein",2005,52.8,NA
"29462","Liechtenstein",2006,52.72,NA
"29463","Liechtenstein",2007,53.88,NA
"29464","Liechtenstein",2008,52.78,NA
"29465","Liechtenstein",2009,52.6,NA
"29466","Liechtenstein",2010,52.64,NA
"29467","Liechtenstein",2011,54.66,NA
"29468","Liechtenstein",2012,54.11,NA
"29469","Liechtenstein",2013,53.52,NA
"29470","Liechtenstein",2014,53.59,NA
"29471","Liechtenstein",2015,53.66,NA
"29472","Liechtenstein",2016,53.3,NA
"29473","Liechtenstein",2017,53.1,NA
"29712","Lithuania",1989,60.16,2.004
"29713","Lithuania",1997,53.88,1.502
"29714","Lithuania",1998,53.44,1.439
"29715","Lithuania",1999,55.13,1.383
"29716","Lithuania",2000,54.97,1.338
"29717","Lithuania",2001,53.57,1.307
"29718","Lithuania",2002,52.61,1.29
"29719","Lithuania",2003,55.03,1.287
"29720","Lithuania",2004,51.47,1.297
"29721","Lithuania",2005,50.76,1.319
"29722","Lithuania",2006,50.2,1.351
"29723","Lithuania",2007,50.2,1.389
"29724","Lithuania",2008,50.52,1.43
"29725","Lithuania",2009,52.04,1.471
"29726","Lithuania",2010,52.53,1.51
"29727","Lithuania",2011,52.7,1.544
"29728","Lithuania",2012,53.2,1.575
"29729","Lithuania",2013,52.95,1.602
"29730","Lithuania",2014,53.88,1.625
"29731","Lithuania",2015,54.44,1.643
"29732","Lithuania",2016,55.65,1.657
"29733","Lithuania",2017,55.83,1.668
"29734","Lithuania",2018,56.53,1.676
"29735","Lithuania",2019,57.27,1.684
"29736","Lithuania",2020,57.34,1.69
"29971","Low & middle income",2000,51.0011370668306,NA
"29972","Low & middle income",2010,46.3497417782863,NA
"30044","Lower middle income",1991,36.3790457278119,NA
"30045","Lower middle income",2000,36.5397523010324,NA
"30046","Lower middle income",2001,42.7979270218635,NA
"30047","Lower middle income",2005,35.9178406681547,NA
"30048","Lower middle income",2010,33.963781108257,NA
"30049","Lower middle income",2012,33.4782739039245,NA
"30050","Lower middle income",2018,29.8891638055066,NA
"30051","Lower middle income",2019,32.7212788045109,NA
"30123","Luxembourg",1960,27.2,2.349
"30124","Luxembourg",1966,26.66,2.291
"30125","Luxembourg",1970,24.78,1.96
"30126","Luxembourg",1981,33.32,1.452
"30127","Luxembourg",1983,33,1.448
"30128","Luxembourg",1984,33.13,1.448
"30129","Luxembourg",1985,34.92,1.45
"30130","Luxembourg",1986,34.76,1.458
"30131","Luxembourg",1987,35.61,1.473
"30132","Luxembourg",1988,34.34,1.496
"30133","Luxembourg",1989,34.53,1.526
"30134","Luxembourg",1990,33.61,1.562
"30135","Luxembourg",1991,35.88,1.6
"30136","Luxembourg",1992,39.06,1.637
"30137","Luxembourg",1993,37.56,1.669
"30138","Luxembourg",1994,38.36,1.694
"30139","Luxembourg",1995,35.87,1.711
"30140","Luxembourg",1996,37.03,1.72
"30141","Luxembourg",1997,38.14,1.721
"30142","Luxembourg",1998,38.51,1.716
"30143","Luxembourg",1999,40.72,1.707
"30144","Luxembourg",2000,41.37,1.695
"30145","Luxembourg",2001,42.38,1.682
"30146","Luxembourg",2002,43.51,1.669
"30147","Luxembourg",2003,43.66,1.657
"30148","Luxembourg",2004,45.41,1.647
"30149","Luxembourg",2005,46.35,1.638
"30150","Luxembourg",2006,49.39,1.631
"30151","Luxembourg",2007,50.37,1.623
"30152","Luxembourg",2008,48.06,1.613
"30153","Luxembourg",2009,49.89,1.602
"30154","Luxembourg",2010,49.78,1.588
"30155","Luxembourg",2011,50.25,1.572
"30156","Luxembourg",2012,51.89,1.554
"30157","Luxembourg",2013,52.49,1.535
"30158","Luxembourg",2014,53.44,1.515
"30159","Luxembourg",2015,54.56,1.495
"30160","Luxembourg",2016,53.51,1.476
"30161","Luxembourg",2017,54.97,1.459
"30162","Luxembourg",2018,55.8,1.444
"30163","Luxembourg",2019,55.82,1.432
"30164","Luxembourg",2020,57.01,1.423
"30382","Macao",1960,18.53,4.772
"30383","Macao",1990,40.8,1.722
"30384","Macao",1991,40.4,1.605
"30385","Macao",1992,46.91,1.494
"30386","Macao",1993,46.73,1.394
"30387","Macao",1994,47.94,1.308
"30388","Macao",1995,48.96,1.236
"30389","Macao",1996,56.41,1.174
"30390","Macao",1997,54.79,1.116
"30391","Macao",1998,54.6,1.059
"30392","Macao",1999,56.1,1.002
"30393","Macao",2000,56.69,0.95
"30394","Macao",2001,60.54,0.906
"30395","Macao",2002,56.36,0.875
"30396","Macao",2003,53.16,0.86
"30397","Macao",2004,54.76,0.862
"30398","Macao",2005,56.83,0.879
"30399","Macao",2006,58.85,0.911
"30400","Macao",2007,62.7,0.953
"30401","Macao",2008,64.26,0.999
"30402","Macao",2009,66.44,1.048
"30403","Macao",2010,66.03,1.093
"30404","Macao",2011,67.44,1.131
"30405","Macao",2012,66.76,1.161
"30406","Macao",2013,67.55,1.183
"30407","Macao",2014,68.1,1.196
"30408","Macao",2015,68.07,1.203
"30409","Macao",2016,67.31,1.207
"30410","Macao",2017,66.3,1.211
"30411","Macao",2018,67,1.217
"30412","Macao",2019,66.7,1.228
"30413","Macao",2020,66.8,1.244
"30454","Madagascar",1965,50.74,7.308
"30455","Madagascar",1975,71.66,7.102
"30456","Madagascar",1985,31.63,6.353
"30457","Madagascar",2003,79.23,5.24
"30458","Madagascar",2005,84.59,5.047
"30459","Madagascar",2010,62.4,4.603
"30460","Madagascar",2012,91.31,4.442
"30461","Madagascar",2015,83.59,4.241
"30713","Malawi",1975,62.1,7.517
"30714","Malawi",1983,86.21,7.591
"30715","Malawi",1987,75.33,7.287
"30716","Malawi",1998,75.48,6.17
"30717","Malawi",2004,88.1,5.963
"30718","Malawi",2005,78.08,5.914
"30719","Malawi",2011,68.73,5.161
"30720","Malawi",2013,72.91,4.821
"30721","Malawi",2017,34.49,4.302
"30972","Malaysia",1980,40.07,4.068
"30973","Malaysia",1982,44.48,3.974
"30974","Malaysia",1983,45.73,3.925
"30975","Malaysia",1984,45.17,3.872
"30976","Malaysia",1985,45.9,3.816
"30977","Malaysia",1986,46.41,3.759
"30978","Malaysia",1987,47.49,3.703
"30979","Malaysia",1988,47.52,3.65
"30980","Malaysia",1989,46.72,3.6
"30981","Malaysia",1990,47.76,3.554
"30982","Malaysia",1991,35.09,3.51
"30983","Malaysia",1992,46.94,3.466
"30984","Malaysia",1993,46.52,3.422
"30985","Malaysia",1995,44.68,3.313
"30986","Malaysia",1996,46.76,3.238
"30987","Malaysia",1997,45.95,3.145
"30988","Malaysia",1998,44.39,3.036
"30989","Malaysia",1999,44.67,2.913
"30990","Malaysia",2000,47.57,2.784
"30991","Malaysia",2001,46.83,2.657
"30992","Malaysia",2002,46.69,2.539
"30993","Malaysia",2003,47.73,2.438
"30994","Malaysia",2004,47.24,2.355
"30995","Malaysia",2005,45.93,2.293
"30996","Malaysia",2014,53.68,2.074
"30997","Malaysia",2015,54.1,2.056
"30998","Malaysia",2016,54.31,2.037
"30999","Malaysia",2017,54.73,2.019
"31000","Malaysia",2018,55.23,2.001
"31001","Malaysia",2019,55.62,1.983
"31231","Maldives",1977,62.31,6.936
"31232","Maldives",1985,23.8,7.106
"31233","Maldives",1990,20.21,6.003
"31234","Maldives",1995,28.13,4.237
"31235","Maldives",2000,37.43,2.771
"31236","Maldives",2009,38.19,2.231
"31237","Maldives",2014,48.01,2.038
"31238","Maldives",2016,42.19,1.947
"31239","Maldives",2019,77.05,1.84
"31453","Mali",1976,16.75,7.154
"31454","Mali",2004,36.8,6.821
"31455","Mali",2006,66.3,6.76
"31456","Mali",2007,77.3,6.719
"31457","Mali",2010,50.37,6.547
"31458","Mali",2013,71.2,6.315
"31459","Mali",2014,60.72,6.231
"31460","Mali",2015,61.76,6.145
"31461","Mali",2016,49.95,6.057
"31462","Mali",2017,58.57,5.968
"31463","Mali",2018,51.6,5.877
"31712","Malta",1967,13.45,2.238
"31713","Malta",1979,19.31,2.069
"31714","Malta",1980,19.54,2.046
"31715","Malta",1981,18.84,2.022
"31716","Malta",1983,17.49,1.988
"31717","Malta",1985,18.38,1.989
"31718","Malta",1986,17.43,2.001
"31719","Malta",1987,18.14,2.015
"31720","Malta",1988,18.37,2.027
"31721","Malta",1989,18.44,2.035
"31722","Malta",1990,18.67,2.037
"31723","Malta",1993,19.14,2.008
"31724","Malta",1994,23.84,1.987
"31725","Malta",1996,25.42,1.915
"31726","Malta",1997,25.64,1.862
"31727","Malta",1998,25.88,1.799
"31728","Malta",1999,21.45,1.729
"31729","Malta",2000,29.71,1.655
"31730","Malta",2001,29.55,1.585
"31731","Malta",2002,30.96,1.522
"31732","Malta",2003,30.78,1.47
"31733","Malta",2004,28.58,1.431
"31734","Malta",2005,30.28,1.405
"31735","Malta",2006,30.44,1.391
"31736","Malta",2007,32.34,1.384
"31737","Malta",2008,33.45,1.381
"31738","Malta",2009,33.99,1.381
"31739","Malta",2010,34.77,1.383
"31740","Malta",2011,36.06,1.386
"31741","Malta",2012,39.1,1.391
"31742","Malta",2013,41.2,1.398
"31743","Malta",2014,42.82,1.407
"31744","Malta",2015,43.53,1.418
"31745","Malta",2016,45.21,1.43
"31746","Malta",2017,46.82,1.442
"31747","Malta",2018,49.59,1.455
"31748","Malta",2019,51.27,1.467
"31749","Malta",2020,52.92,1.479
"31968","Marshall Islands",1980,29.84,NA
"31969","Marshall Islands",2011,29.04,NA
"31970","Marshall Islands",2019,27.85,NA
"32305","Mauritania",1975,4.49,6.679
"32306","Mauritania",1988,25.34,6.009
"32307","Mauritania",2000,28.5,5.413
"32308","Mauritania",2012,28.03,4.895
"32309","Mauritania",2017,27.22,4.619
"32564","Mauritius",1962,17.53,6.124
"32565","Mauritius",1972,20.6,3.575
"32566","Mauritius",1983,28.08,2.325
"32567","Mauritius",1984,14.2,2.273
"32568","Mauritius",1987,41.89,2.272
"32569","Mauritius",1989,43.3,2.296
"32570","Mauritius",1990,34.65,2.293
"32571","Mauritius",1991,40.8,2.278
"32572","Mauritius",1992,41.61,2.253
"32573","Mauritius",1993,42.33,2.221
"32574","Mauritius",1994,43.18,2.183
"32575","Mauritius",1995,38.8,2.143
"32576","Mauritius",2000,38.53,1.985
"32577","Mauritius",2001,36.79,1.962
"32578","Mauritius",2002,38.41,1.936
"32579","Mauritius",2003,41.81,1.904
"32580","Mauritius",2004,40.36,1.867
"32581","Mauritius",2005,41.82,1.824
"32582","Mauritius",2006,41.81,1.776
"32583","Mauritius",2007,40.77,1.725
"32584","Mauritius",2008,41.67,1.675
"32585","Mauritius",2009,42.13,1.627
"32586","Mauritius",2010,43.62,1.582
"32587","Mauritius",2011,42.6,1.541
"32588","Mauritius",2012,42.92,1.505
"32589","Mauritius",2013,44.83,1.473
"32590","Mauritius",2014,45.05,1.446
"32591","Mauritius",2015,46.18,1.424
"32592","Mauritius",2016,45.13,1.406
"32593","Mauritius",2017,45.36,1.391
"32594","Mauritius",2018,45.19,1.379
"32595","Mauritius",2019,45.94,1.368
"32966","Mexico",1960,19.77,6.769
"32967","Mexico",1970,17.93,6.611
"32968","Mexico",1975,12.02,5.866
"32969","Mexico",1978,24.04,5.234
"32970","Mexico",1979,24.98,5.024
"32971","Mexico",1980,30.1,4.823
"32972","Mexico",1988,23.1,3.68
"32973","Mexico",1990,21.56,3.47
"32974","Mexico",1991,35.7,3.369
"32975","Mexico",1992,36.57,3.273
"32976","Mexico",1993,38.81,3.182
"32977","Mexico",1994,38.11,3.097
"32978","Mexico",1995,39.48,3.018
"32979","Mexico",1996,39.58,2.946
"32980","Mexico",1997,41.72,2.88
"32981","Mexico",1998,41.37,2.821
"32982","Mexico",1999,40.61,2.766
"32983","Mexico",2000,40.99,2.716
"32984","Mexico",2001,40.36,2.669
"32985","Mexico",2002,38.14,2.623
"32986","Mexico",2003,38.77,2.579
"32987","Mexico",2004,39.93,2.536
"32988","Mexico",2005,40.91,2.495
"32989","Mexico",2006,42.1,2.456
"32990","Mexico",2007,42.44,2.421
"32991","Mexico",2008,42.27,2.391
"32992","Mexico",2009,42.76,2.364
"32993","Mexico",2010,42.52,2.34
"32994","Mexico",2011,42.84,2.317
"32995","Mexico",2012,43.84,2.294
"32996","Mexico",2013,43.87,2.27
"32997","Mexico",2014,43.04,2.243
"32998","Mexico",2015,43.34,2.215
"32999","Mexico",2016,43.39,2.186
"33000","Mexico",2017,42.95,2.157
"33001","Mexico",2018,43.46,2.129
"33002","Mexico",2019,44.71,2.103
"33003","Mexico",2020,40.91,2.079
"33225","Micronesia (country)",2014,46.19,3.243
"33518","Middle East & North Africa",2007,20.7019414141848,NA
"33519","Middle East & North Africa",2008,20.1095779857239,NA
"33520","Middle East & North Africa",2009,19.3998659716376,NA
"33521","Middle East & North Africa",2010,20.0046336062175,NA
"33522","Middle East & North Africa",2013,20.1356787831463,NA
"33523","Middle East & North Africa",2014,18.6635308325416,NA
"33524","Middle East & North Africa",2015,21.4699564395843,NA
"33525","Middle East & North Africa",2016,21.7506390730489,NA
"33526","Middle East & North Africa",2017,20.2280444106685,NA
"33527","Middle East & North Africa (IDA & IBRD)",2005,21.2718987688601,NA
"33528","Middle East & North Africa (IDA & IBRD)",2007,19.5354874831155,NA
"33529","Middle East & North Africa (IDA & IBRD)",2008,18.7865581750357,NA
"33530","Middle East & North Africa (IDA & IBRD)",2009,17.7924412608606,NA
"33531","Middle East & North Africa (IDA & IBRD)",2010,18.4359565032082,NA
"33532","Middle East & North Africa (IDA & IBRD)",2013,18.7908005919221,NA
"33533","Middle East & North Africa (IDA & IBRD)",2014,17.1995888503278,NA
"33534","Middle East & North Africa (IDA & IBRD)",2015,19.4871074301692,NA
"33535","Middle East & North Africa (IDA & IBRD)",2016,19.3913000480266,NA
"33536","Middle East & North Africa (IDA & IBRD)",2017,17.9895072908434,NA
"33537","Middle East & North Africa (excluding high income)",2005,21.1651289548196,NA
"33538","Middle East & North Africa (excluding high income)",2007,19.4863032596989,NA
"33539","Middle East & North Africa (excluding high income)",2008,18.7359612905379,NA
"33540","Middle East & North Africa (excluding high income)",2009,17.7572556667996,NA
"33541","Middle East & North Africa (excluding high income)",2010,18.3868603804385,NA
"33542","Middle East & North Africa (excluding high income)",2013,18.7493582752084,NA
"33543","Middle East & North Africa (excluding high income)",2014,17.1892090803193,NA
"33544","Middle East & North Africa (excluding high income)",2015,19.4625558658204,NA
"33545","Middle East & North Africa (excluding high income)",2016,19.363166848951,NA
"33546","Middle East & North Africa (excluding high income)",2017,17.9805803171312,NA
"33547","Middle income",2000,51.0491094670711,NA
"33548","Middle income",2010,46.5594067378668,NA
"33621","Moldova",1989,61.64,2.506
"33622","Moldova",2000,56.2799987792969,1.435
"33623","Moldova",2001,54.6399993896484,1.354
"33624","Moldova",2002,54.21,1.29
"33625","Moldova",2003,49.1,1.247
"33626","Moldova",2004,47.94,1.224
"33627","Moldova",2005,47.51,1.219
"33628","Moldova",2006,42.98,1.227
"33629","Moldova",2007,42.15,1.241
"33630","Moldova",2008,41.55,1.256
"33631","Moldova",2009,39.68,1.268
"33632","Moldova",2010,38.62,1.275
"33633","Moldova",2011,39.28,1.276
"33634","Moldova",2012,38.17,1.273
"33635","Moldova",2013,38.57,1.27
"33636","Moldova",2014,40.04,1.265
"33637","Moldova",2015,41.17,1.261
"33638","Moldova",2016,41.29,1.259
"33639","Moldova",2017,39.41,1.259
"33640","Moldova",2018,34.39,1.262
"33641","Moldova",2019,38.18,1.269
"33642","Moldova",2020,36.14,1.278
"33880","Monaco",2016,39.8,NA
"34102","Mongolia",1998,55.24,2.31
"34103","Mongolia",2000,55.5,2.141
"34104","Mongolia",2002,36.07,2.078
"34105","Mongolia",2003,56,2.087
"34106","Mongolia",2004,57.52,2.121
"34107","Mongolia",2005,56.33,2.177
"34108","Mongolia",2006,64.3,2.253
"34109","Mongolia",2007,55.7,2.343
"34110","Mongolia",2008,54.08,2.441
"34111","Mongolia",2009,53.85,2.541
"34112","Mongolia",2010,54.26,2.637
"34113","Mongolia",2011,55.03,2.722
"34114","Mongolia",2012,55.68,2.794
"34115","Mongolia",2013,54,2.852
"34116","Mongolia",2014,54.5,2.894
"34117","Mongolia",2015,54.03,2.918
"34118","Mongolia",2016,52.93,2.923
"34119","Mongolia",2017,53.95,2.914
"34120","Mongolia",2018,52.15,2.895
"34121","Mongolia",2019,53.42,2.867
"34122","Mongolia",2020,51.81,2.834
"34361","Montenegro",2007,43.9,1.817
"34362","Montenegro",2008,43.9,1.8
"34363","Montenegro",2009,43.3,1.78
"34364","Montenegro",2010,42.19,1.76
"34365","Montenegro",2011,41.59,1.741
"34366","Montenegro",2012,43.63,1.728
"34367","Montenegro",2013,43.65,1.72
"34368","Montenegro",2014,46.22,1.719
"34369","Montenegro",2015,47.64,1.723
"34370","Montenegro",2016,47.58,1.73
"34371","Montenegro",2017,47.45,1.738
"34372","Montenegro",2018,48.08,1.745
"34373","Montenegro",2019,49.9,1.748
"34374","Montenegro",2020,46.4,1.749
"34762","Morocco",1960,8.79,7.04
"34763","Morocco",1971,12.57,6.552
"34764","Morocco",1982,16.87,5.44
"34765","Morocco",1990,25.1,4.047
"34766","Morocco",1994,19.59,3.445
"34767","Morocco",1995,30.51,3.298
"34768","Morocco",1998,22.26,2.93
"34769","Morocco",1999,30.31,2.842
"34770","Morocco",2000,29,2.771
"34771","Morocco",2001,25.46,2.715
"34772","Morocco",2002,24.88,2.67
"34773","Morocco",2003,27.25,2.632
"34774","Morocco",2004,28.37,2.598
"34775","Morocco",2005,27.92,2.571
"34776","Morocco",2006,19.43,2.553
"34777","Morocco",2007,28.25,2.545
"34778","Morocco",2008,26.56,2.547
"34779","Morocco",2009,19.27,2.556
"34780","Morocco",2010,25.88,2.567
"34781","Morocco",2011,25.48,2.576
"34782","Morocco",2012,24.74,2.579
"34783","Morocco",2013,25.12,2.571
"34784","Morocco",2014,25.24,2.552
"34785","Morocco",2015,24.79,2.524
"34786","Morocco",2016,23.72,2.489
"35021","Mozambique",1970,31.98,6.716
"35022","Mozambique",1980,86.5,6.474
"35023","Mozambique",1997,86.96,5.886
"35024","Mozambique",2015,78.14,5.062
"35280","Myanmar",1983,38.88,4.502
"35281","Myanmar",1990,24.9,3.447
"35282","Myanmar",2015,51.6,2.198
"35283","Myanmar",2017,47.73,2.168
"35284","Myanmar",2018,48.47,2.154
"35285","Myanmar",2019,46.05,2.138
"35540","Namibia",1960,24.87,6.149
"35541","Namibia",1991,49.04,5.087
"35542","Namibia",1994,48.18,4.703
"35543","Namibia",1997,46.92,4.3
"35544","Namibia",2000,47.53,3.88
"35545","Namibia",2001,49.33,3.763
"35546","Namibia",2004,40.8,3.565
"35547","Namibia",2008,49.9,3.601
"35548","Namibia",2012,53.15,3.623
"35549","Namibia",2013,58.65,3.604
"35550","Namibia",2014,57.21,3.577
"35551","Namibia",2016,55.62,3.496
"35552","Namibia",2018,55.42,3.396
"35799","Nauru",1966,18.52,NA
"35800","Nauru",2002,69.57,NA
"35801","Nauru",2011,49.29,NA
"35802","Nauru",2013,56.15,NA
"36021","Nepal",1961,59.61,5.96
"36022","Nepal",1971,34.27,5.901
"36023","Nepal",1981,45.17,5.687
"36024","Nepal",1991,48.73,5.099
"36025","Nepal",1996,66.5,4.606
"36026","Nepal",1999,81.88,4.135
"36027","Nepal",2003,94,3.422
"36028","Nepal",2008,79.6,2.751
"36029","Nepal",2013,77.5,2.261
"36030","Nepal",2014,79.7,2.176
"36031","Nepal",2015,79.8,2.098
"36032","Nepal",2017,26.32,1.967
"36280","Netherlands",1960,22.62,3.165
"36281","Netherlands",1977,27.93,1.636
"36282","Netherlands",1979,29.4,1.539
"36283","Netherlands",1980,29.15,1.514
"36284","Netherlands",1981,30.64,1.503
"36285","Netherlands",1982,33.36,1.502
"36286","Netherlands",1983,34.01,1.506
"36287","Netherlands",1985,34.79,1.524
"36288","Netherlands",1986,35.87,1.534
"36289","Netherlands",1987,41.46,1.545
"36290","Netherlands",1988,41.8,1.556
"36291","Netherlands",1989,42.25,1.567
"36292","Netherlands",1990,43.89,1.575
"36293","Netherlands",1991,44.8,1.581
"36294","Netherlands",1992,46.11,1.584
"36295","Netherlands",1993,46.56,1.586
"36296","Netherlands",1994,47.7,1.586
"36297","Netherlands",1995,48.3,1.588
"36298","Netherlands",1996,49.29,1.594
"36299","Netherlands",1997,50.64,1.605
"36300","Netherlands",1998,51.47,1.622
"36301","Netherlands",1999,53.05,1.644
"36302","Netherlands",2000,54.14,1.67
"36303","Netherlands",2001,55.1,1.695
"36304","Netherlands",2002,55.88,1.718
"36305","Netherlands",2003,56.47,1.736
"36306","Netherlands",2004,56.93,1.748
"36307","Netherlands",2005,55.62,1.754
"36308","Netherlands",2006,56.14,1.756
"36309","Netherlands",2007,57.4,1.754
"36310","Netherlands",2008,58.34,1.752
"36311","Netherlands",2009,58.79,1.749
"36312","Netherlands",2010,58.7,1.745
"36313","Netherlands",2011,58.76,1.74
"36314","Netherlands",2012,59.29,1.731
"36315","Netherlands",2013,59.24,1.72
"36316","Netherlands",2014,58.45,1.707
"36317","Netherlands",2015,58.8,1.693
"36318","Netherlands",2016,58.68,1.681
